52.186.173.134 - - [14/Jun/2019:00:00:05 +0000] "GET /category/cameras?from=10 HTTP/1.1" 200 133 "/category/cameras" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
188.129.210.216 - - [14/Jun/2019:00:02:05 +0000] "GET /category/garden HTTP/1.1" 200 135 "/item/books/1268" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0.1) Gecko/20100101 Firefox/9.0.1"
140.156.134.112 - - [14/Jun/2019:00:02:10 +0000] "GET /item/games/1235 HTTP/1.1" 200 100 "/category/software" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; WOW64; Trident/4.0; GTB6; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618; .NET4.0C)"
44.60.41.43 - - [14/Jun/2019:00:02:15 +0000] "GET /category/electronics HTTP/1.1" 200 128 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.46 Safari/535.11"
160.126.191.173 - - [14/Jun/2019:00:02:20 +0000] "GET /category/electronics HTTP/1.1" 200 76 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; YTB730; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C)"
28.132.181.227 - - [14/Jun/2019:00:02:25 +0000] "GET /item/giftcards/160 HTTP/1.1" 200 123 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; YTB730; GTB7.2; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; Media Center PC 6.0)"
140.102.125.113 - - [14/Jun/2019:00:02:30 +0000] "GET /item/games/4217 HTTP/1.1" 200 131 "/search/?c=Giftcards" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.2; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C)"
28.111.59.204 - - [14/Jun/2019:00:02:35 +0000] "GET /category/games HTTP/1.1" 200 43 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; WOW64; Trident/4.0; GTB6; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618; .NET4.0C)"
192.96.87.30 - - [14/Jun/2019:00:02:40 +0000] "GET /category/games HTTP/1.1" 200 70 "/category/software" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
180.132.68.221 - - [14/Jun/2019:00:02:45 +0000] "POST /search/?c=Electronics HTTP/1.1" 200 74 "/category/office" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
48.159.225.175 - - [14/Jun/2019:00:02:50 +0000] "GET /item/electronics/1369 HTTP/1.1" 200 78 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3"
164.147.87.167 - - [14/Jun/2019:00:02:55 +0000] "GET /category/electronics HTTP/1.1" 200 59 "/item/electronics/2957" "Mozilla/5.0 (iPad; CPU OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3"
184.90.96.109 - - [14/Jun/2019:00:03:00 +0000] "GET /item/jewelry/3038 HTTP/1.1" 200 44 "/category/games" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)"
136.105.197.21 - - [14/Jun/2019:00:03:05 +0000] "GET /item/health/3938 HTTP/1.1" 200 122 "/category/health?from=0" "Mozilla/5.0 (Windows NT 6.0; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
188.120.103.108 - - [14/Jun/2019:00:03:10 +0000] "GET /category/music HTTP/1.1" 200 44 "/search/?c=Electronics+Electronics" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; BTRS122159; GTB7.2; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; BRI/2)"
56.222.27.81 - - [14/Jun/2019:00:03:15 +0000] "GET /category/games HTTP/1.1" 200 101 "/category/electronics" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
76.150.109.148 - - [14/Jun/2019:00:03:20 +0000] "POST /search/?c=Electronics+Toys HTTP/1.1" 200 95 "/item/music/3222" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0.1) Gecko/20100101 Firefox/9.0.1"
168.54.97.213 - - [14/Jun/2019:00:03:25 +0000] "GET /category/books HTTP/1.1" 200 90 "/category/toys" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
44.222.90.167 - - [14/Jun/2019:00:03:30 +0000] "GET /item/electronics/360 HTTP/1.1" 200 74 "/item/games/4897" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.46 Safari/535.11"
160.81.110.64 - - [14/Jun/2019:00:03:35 +0000] "GET /category/giftcards HTTP/1.1" 200 138 "/item/electronics/4663" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
24.222.191.74 - - [14/Jun/2019:00:03:40 +0000] "GET /item/books/3257 HTTP/1.1" 200 123 "/category/electronics" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
52.21.81.226 - - [14/Jun/2019:00:03:45 +0000] "GET /category/electronics HTTP/1.1" 200 128 "-" "Mozilla/5.0 (Windows NT 6.0; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
28.153.25.77 - - [14/Jun/2019:00:03:50 +0000] "GET /category/books HTTP/1.1" 200 59 "/item/giftcards/160" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
196.72.200.229 - - [14/Jun/2019:00:03:55 +0000] "POST /search/?c=Games+Electronics HTTP/1.1" 200 77 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.77 Safari/535.7"
140.210.87.158 - - [14/Jun/2019:00:04:00 +0000] "GET /category/health HTTP/1.1" 200 122 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; WOW64; Trident/4.0; GTB6; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618; .NET4.0C)"
224.135.34.45 - - [14/Jun/2019:00:04:05 +0000] "GET /item/giftcards/4880 HTTP/1.1" 200 40 "/category/games" "Mozilla/5.0 (Windows NT 6.0; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
176.204.84.81 - - [14/Jun/2019:00:04:10 +0000] "GET /category/books HTTP/1.1" 200 133 "/category/books" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; WOW64; Trident/4.0; GTB6; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618; .NET4.0C)"
160.78.202.99 - - [14/Jun/2019:00:04:15 +0000] "GET /category/cameras HTTP/1.1" 200 64 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; YTB720; GTB7.2; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
80.183.225.149 - - [14/Jun/2019:00:04:20 +0000] "GET /category/finance HTTP/1.1" 200 90 "-" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
136.225.142.42 - - [14/Jun/2019:00:04:25 +0000] "GET /category/music HTTP/1.1" 200 44 "/category/music?from=0" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
216.78.224.88 - - [14/Jun/2019:00:04:30 +0000] "GET /category/games HTTP/1.1" 200 66 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.77 Safari/535.7"
140.39.107.103 - - [14/Jun/2019:00:04:35 +0000] "GET /item/games/1235 HTTP/1.1" 200 100 "-" "Mozilla/5.0 (Windows NT 6.0; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
188.183.170.141 - - [14/Jun/2019:00:04:40 +0000] "GET /item/electronics/1882 HTTP/1.1" 200 115 "/search/?c=Electronics" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0.1) Gecko/20100101 Firefox/9.0.1"
160.144.94.121 - - [14/Jun/2019:00:04:45 +0000] "GET /category/health HTTP/1.1" 200 53 "-" "Mozilla/5.0 (Windows NT 6.0; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
88.141.99.209 - - [14/Jun/2019:00:04:50 +0000] "GET /item/books/3257 HTTP/1.1" 200 123 "/category/office" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
220.27.203.99 - - [14/Jun/2019:00:04:55 +0000] "GET /category/electronics HTTP/1.1" 200 92 "/category/office" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
224.126.192.132 - - [14/Jun/2019:00:05:00 +0000] "GET /item/garden/524 HTTP/1.1" 200 49 "/category/cameras" "Mozilla/5.0 (iPad; CPU OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3"
228.219.136.113 - - [14/Jun/2019:00:05:05 +0000] "GET /item/office/3087 HTTP/1.1" 200 87 "/category/sports" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; YTB730; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C)"
36.69.41.215 - - [14/Jun/2019:00:05:10 +0000] "GET /category/jewelry HTTP/1.1" 200 134 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; YTB730; GTB7.2; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; Media Center PC 6.0)"
64.225.65.134 - - [14/Jun/2019:00:05:15 +0000] "GET /category/music HTTP/1.1" 200 84 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.77 Safari/535.7"
156.102.223.163 - - [14/Jun/2019:00:05:20 +0000] "GET /category/electronics HTTP/1.1" 200 126 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0.1) Gecko/20100101 Firefox/9.0.1"
172.192.112.24 - - [14/Jun/2019:00:05:25 +0000] "GET /item/cameras/4723 HTTP/1.1" 200 120 "/search/?c=Cameras+Electronics" "Mozilla/5.0 (Windows NT 6.0; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
104.75.75.212 - - [14/Jun/2019:00:05:30 +0000] "GET /category/music HTTP/1.1" 200 84 "/category/electronics" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0.1) Gecko/20100101 Firefox/9.0.1"
32.186.121.198 - - [14/Jun/2019:00:05:35 +0000] "GET /item/electronics/4175 HTTP/1.1" 200 59 "http://www.google.com/search?ie=UTF-8&q=google&sclient=psy-ab&q=Electronics+Jewelry&oq=Electronics+Jewelry&aq=f&aqi=g-vL1&aql=&pbx=1&bav=on.2,or.r_gc.r_pw.r_qf.,cf.osb&biw=3524&bih=269" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.77 Safari/535.7"
184.183.89.55 - - [14/Jun/2019:00:05:40 +0000] "GET /item/software/1545 HTTP/1.1" 200 110 "/category/software?from=10" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)"
68.111.136.123 - - [14/Jun/2019:00:05:45 +0000] "GET /category/cameras HTTP/1.1" 200 95 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; BTRS122159; GTB7.2; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; BRI/2)"
32.99.160.216 - - [14/Jun/2019:00:05:50 +0000] "GET /item/books/3580 HTTP/1.1" 200 130 "/item/electronics/2779" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
168.30.196.99 - - [14/Jun/2019:00:05:55 +0000] "GET /category/books HTTP/1.1" 200 69 "/item/software/1201" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
164.180.207.88 - - [14/Jun/2019:00:06:00 +0000] "GET /category/toys HTTP/1.1" 200 115 "/category/games" "Mozilla/5.0 (Windows NT 6.0; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
128.75.79.140 - - [14/Jun/2019:00:06:05 +0000] "GET /item/electronics/4497 HTTP/1.1" 200 122 "/category/games" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; YTB730; GTB7.2; EasyBits GO v1.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C)"
152.198.163.99 - - [14/Jun/2019:00:06:10 +0000] "GET /category/giftcards HTTP/1.1" 200 85 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.2; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C)"
28.108.144.69 - - [14/Jun/2019:00:06:15 +0000] "POST /search/?c=Finance HTTP/1.1" 200 90 "/category/giftcards?from=10" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)"
20.81.112.49 - - [14/Jun/2019:00:06:20 +0000] "GET /category/software HTTP/1.1" 200 124 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0.1) Gecko/20100101 Firefox/9.0.1"
168.54.97.213 - - [14/Jun/2019:00:06:25 +0000] "GET /category/toys?from=20 HTTP/1.1" 200 91 "-" "Mozilla/5.0 (Windows NT 6.0; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
92.21.142.102 - - [14/Jun/2019:00:06:30 +0000] "GET /category/toys HTTP/1.1" 200 128 "/item/garden/1307" "Mozilla/5.0 (Windows NT 6.0; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
144.60.44.69 - - [14/Jun/2019:00:06:35 +0000] "GET /item/giftcards/4159 HTTP/1.1" 200 93 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
36.144.170.60 - - [14/Jun/2019:00:06:40 +0000] "GET /category/books HTTP/1.1" 200 45 "/item/software/162" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; YTB720; GTB7.2; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
116.39.220.222 - - [14/Jun/2019:00:06:45 +0000] "GET /category/giftcards?from=0 HTTP/1.1" 200 89 "/item/electronics/2957" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0.1) Gecko/20100101 Firefox/9.0.1"
148.72.126.88 - - [14/Jun/2019:00:06:50 +0000] "GET /category/books HTTP/1.1" 200 133 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; YTB730; GTB7.2; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; Media Center PC 6.0)"
180.36.178.198 - - [14/Jun/2019:00:06:55 +0000] "GET /category/software?from=10 HTTP/1.1" 200 115 "/category/books" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.46 Safari/535.11"
44.66.124.42 - - [14/Jun/2019:00:07:00 +0000] "GET /item/electronics/796 HTTP/1.1" 200 104 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
68.207.154.57 - - [14/Jun/2019:00:07:05 +0000] "GET /item/music/3222 HTTP/1.1" 200 56 "/category/electronics" "Mozilla/5.0 (Windows NT 6.0; rv:10.0.1) Gecko/20100101 Firefox/10.0.1"
144.207.38.74 - - [14/Jun/2019:00:07:10 +0000] "GET /item/electronics/4478 HTTP/1.1" 200 103 "http://www.google.com/search?ie=UTF-8&q=google&sclient=psy-ab&q=Electronics+Office&oq=Electronics+Office&aq=f&aqi=g-vL1&aql=&pbx=1&bav=on.2,or.r_gc.r_pw.r_qf.,cf.osb&biw=1105&bih=441" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; YTB730; GTB7.2; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; Media Center PC 6.0)"
184.87.33.221 - - [14/Jun/2019:00:07:15 +0000] "GET /item/books/3257 HTTP/1.1" 200 123 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.77 Safari/535.7"
100.210.198.226 - - [14/Jun/2019:00:07:20 +0000] "GET /item/finance/3403 HTTP/1.1" 200 73 "/search/?c=Finance" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
128.75.79.140 - - [14/Jun/2019:00:07:25 +0000] "GET /category/software HTTP/1.1" 200 137 "/category/software" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; YTB730; GTB7.2; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; Media Center PC 6.0)"
196.159.85.103 - - [14/Jun/2019:00:07:30 +0000] "GET /category/electronics HTTP/1.1" 200 50 "/item/software/574" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; YTB720; GTB7.2; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
108.96.131.58 - - [14/Jun/2019:00:07:35 +0000] "GET /category/health HTTP/1.1" 200 96 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.2; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C)"
80.57.79.57 - - [14/Jun/2019:00:07:40 +0000] "GET /item/software/725 HTTP/1.1" 200 59 "/search/?c=Software+Electronics" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; BTRS122159; GTB7.2; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; BRI/2)"
120.102.22.94 - - [14/Jun/2019:00:07:45 +0000] "GET /item/games/1862 HTTP/1.1" 200 86 "/category/electronics" "Mozilla/5.0 (iPhone; CPU iPhone OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3"
164.213.32.53 - - [14/Jun/2019:00:07:50 +0000] "GET /category/software HTTP/1.1" 200 51 "/item/software/1661" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
184.147.187.60 - - [14/Jun/2019:00:07:55 +0000] "GET /category/electronics HTTP/1.1" 200 41 "/category/electronics" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
92.144.146.108 - - [14/Jun/2019:00:08:00 +0000] "GET /category/sports HTTP/1.1" 200 134 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
204.135.39.89 - - [14/Jun/2019:00:08:05 +0000] "GET /category/books HTTP/1.1" 200 106 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
32.177.101.31 - - [14/Jun/2019:00:08:10 +0000] "GET /category/books HTTP/1.1" 200 88 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
